X,Y
0.0,8.528104691935328
0.10101010101010101,6.002334618754649
0.20202020202020202,7.361516372251883
0.30303030303030304,10.087847004463523
0.40404040404040403,9.543196788380744
0.5050505050505051,4.055545250348189
0.6060606060606061,8.112298047172391
0.7070707070707071,6.111426997546019
0.8080808080808081,6.4097239125745
0.9090909090909091,7.639378822058563
1.0101010101010102,7.308289162523777
1.1111111111111112,10.130769236148172
1.2121212121212122,8.94631787453641
1.3131313131313131,7.869612659248283
1.4141414141414141,8.71600929377368
1.5151515151515151,8.697651685051564
1.6161616161616161,11.220481378638445
1.7171717171717171,8.024026906811832
1.8181818181818181,9.262499039665439
1.9191919191919191,7.130192359780388
2.0202020202020203,3.934424408735884
2.121212121212121,10.549661433304964
2.2222222222222223,11.173316842163455
2.323232323232323,8.162134605651763
2.4242424242424243,14.387994096460062
2.525252525252525,7.141773701307521
2.6262626262626263,10.344042287128145
2.727272727272727,10.080177754493786
2.8282828282828283,13.722124085282573
2.929292929292929,13.797303398386429
3.0303030303030303,11.370500911999892
3.131313131313131,12.01895130183061
3.2323232323232323,9.689074969386239
3.3333333333333335,7.705073730218814
3.4343434343434343,11.172862570034564
3.5353535353535355,12.38340500891503
3.6363636363636362,14.733308634182714
3.7373737373737375,14.879507172316297
3.8383838383838382,11.902114041951773
3.9393939393939394,12.274182377637208
4.040404040404041,10.983702150673896
4.141414141414141,10.442792408470332
4.242424242424242,10.07230810359846
4.343434343434343,17.588419477332266
4.444444444444445,12.869584525385582
4.545454545454545,13.214760487686718
4.646464646464646,11.78733857282944
4.747474747474747,16.049930206613315
4.848484848484849,11.469174001853794
4.94949494949495,14.473509338561962
5.05050505050505,13.31007697862275
5.151515151515151,16.076835298748826
5.252525252525253,14.483440229912759
5.353535353535354,13.345806338825884
5.454545454545454,15.852726452413599
5.555555555555555,16.967774852171946
5.656565656565657,16.44616575789765
5.757575757575758,17.12009531063108
5.858585858585858,15.44852752980979
5.959595959595959,16.19370958721764
6.0606060606060606,15.77629122566022
6.161616161616162,16.604126000151243
6.262626262626262,15.898959961163618
6.363636363636363,14.274707522609372
6.4646464646464645,18.284145213800432
6.565656565656566,17.32775125889661
6.666666666666667,15.072936639401247
6.767676767676767,19.460918046405084
6.8686868686868685,16.92277700860725
6.96969696969697,19.043284730986215
7.070707070707071,20.599595265769217
7.171717171717171,19.601400164949165
7.2727272727272725,21.824255914541148
7.373737373737374,17.277823106767443
7.474747474747475,20.754178231850045
7.575757575757575,18.78189496963452
7.6767676767676765,18.611941055171588
7.777777777777778,19.397856226026725
7.878787878787879,20.134470693321013
7.979797979797979,21.07192664405545
8.080808080808081,18.83131648004945
8.181818181818182,23.16528933754474
8.282828282828282,22.496981445117484
8.383838383838384,18.69518939512232
8.484848484848484,24.946201357288167
8.585858585858587,25.963495523778338
8.686868686868687,24.731296516056673
8.787878787878787,22.215907904132873
8.88888888888889,20.636272534756692
8.98989898989899,25.08870143366025
9.09090909090909,22.37546428787182
9.191919191919192,25.82872852460324
9.292929292929292,24.002408542012304
9.393939393939394,25.741156860846214
9.494949494949495,24.702631784247792
9.595959595959595,25.605065528303086
9.696969696969697,24.414939435381037
9.797979797979798,28.167700583771264
9.8989898989899,25.05180398338704
10.0,25.803978726889405
